id,argument,result
2,58.2194,7.63017
3,42.2994,6.5038
5,39.4092,6.27768
7,73.2615,8.55929
8,2.62335,1.61968
10,60.2191,7.7601
12,84.7249,9.20461
14,13.9873,3.73996
16,10.4855,3.23814
19,66.1611,8.13395
20,61.9169,7.86873
22,61.7469,7.85792
25,86.3591,9.29296
26,21.8289,4.67214
28,74.2231,8.61528
31,28.4558,5.3344
33,48.1206,6.9369
37,36.3636,6.03022
38,69.4971,8.33649
39,62.3401,7.89557
40,9.88659,3.1443
41,13.507,3.67519
42,65.9526,8.12112
43,9.09144,3.0152
44,39.9699,6.32218
45,8.34266,2.88837
46,46.2816,6.80306
47,62.6691,7.91638
49,59.1215,7.68905
50,16.5207,4.06456
51,69.0924,8.31218
52,86.9796,9.32629
53,32.0244,5.65901
57,53.7085,7.32861
68,84.6723,9.20175
74,67.4378,8.21205
76,27.4786,5.242
81,27.8544,5.27773
83,2.9042,1.70417
84,57.1657,7.5608
87,86.3419,9.29203
91,33.6,5.79655
93,60.4699,7.77624
96,86.3917,9.29471
107,28.4829,5.33694
109,35.7161,5.97629
111,98.2372,9.91147
113,28.798,5.36637
115,45.6892,6.75938
117,93.7195,9.68088
119,75.7955,8.70606
122,58.564,7.65271
124,61.8417,7.86395
128,86.9042,9.32224
131,89.2017,9.44467
132,27.4705,5.24123
135,53.4699,7.31231
137,81.9701,9.05374
140,68.2116,8.25903
141,63.5341,7.97083
144,55.8697,7.4746
145,8.96882,2.9948
147,11.0897,3.33013
149,81.5754,9.03191
153,78.3262,8.85021
161,26.4299,5.14101
162,57.741,7.59875
163,97.1547,9.85671
165,87.5761,9.35821
168,95.4772,9.77124
170,4.5486,2.13274
174,95.2476,9.75949
176,77.8792,8.82492
179,18.4231,4.29222
181,8.78704,2.96429
182,4.00478,2.00119
183,78.1789,8.84188
184,3.7726,1.94232
185,18.6529,4.3189
186,48.0847,6.93432
187,7.55992,2.74953
188,53.9813,7.3472
189,32.9366,5.73904
190,89.4237,9.45641
191,72.1367,8.49333
192,36.4808,6.03993
193,6.84539,2.61637
194,87.8105,9.37073
220,52.4916,7.24511
222,73.2471,8.55845
225,16.9096,4.11212
228,58.7622,7.66565
230,5.19278,2.27877
233,25.3898,5.03883
234,4.00936,2.00234
237,21.9901,4.68936
240,6.96982,2.64004
241,93.4127,9.66503
243,91.2617,9.5531
244,5.31857,2.3062
250,65.9791,8.12275
252,60.5058,7.77855
254,88.4722,9.40597
256,18.7506,4.3302
257,85.1718,9.22886
262,91.3957,9.56011
264,32.0741,5.6634
266,46.5462,6.82248
267,96.6289,9.83
277,7.85821,2.80325
279,0.164554,0.405653
281,65.7912,8.11118
282,59.9854,7.74502
285,78.2207,8.84424
287,99.7664,9.98831
288,16.3452,4.04291
290,17.6827,4.20508
319,91.3422,9.55731
321,33.0803,5.75155
323,89.7795,9.4752
324,4.99411,2.23475
326,26.2799,5.12639
327,49.8863,7.06302
331,2.0677,1.43795
333,92.3508,9.60993
335,81.7511,9.04163
336,43.538,6.59833
338,95.3507,9.76477
340,57.1193,7.55773
358,6.79111,2.60598
361,85.0545,9.2225
364,97.7567,9.8872
369,69.3236,8.32608
371,32.0045,5.65725
373,69.3678,8.32873
375,51.2155,7.1565
379,39.1402,6.25621
381,43.6648,6.60793
384,45.4958,6.74505
393,7.4376,2.7272
395,71.5748,8.46019
398,19.2878,4.39179
400,83.9501,9.16243
402,12.573,3.54585
404,37.0779,6.08916
406,12.1812,3.49016
408,87.1887,9.33749
411,96.1342,9.8048
413,47.7352,6.90906
418,60.7655,7.79522
419,84.5335,9.19421
420,82.111,9.06151
421,97.3168,9.86493
422,50.9345,7.13684
423,29.9186,5.46979
425,16.3557,4.04422
427,2.54355,1.59485
428,22.6739,4.76171
430,96.3062,9.81357
432,26.4013,5.13822
434,93.5683,9.67307
437,56.0914,7.48942
439,19.341,4.39785
443,20.3299,4.50887
445,88.2307,9.39312
448,74.3437,8.62228
451,36.0852,6.0071
453,1.80745,1.34442
455,63.8933,7.99333
476,34.6365,5.88527
478,35.159,5.9295
481,49.2307,7.01646
483,71.2013,8.43808
485,69.2602,8.32227
487,71.1556,8.43538
495,50.5744,7.11157
497,32.2722,5.68086
499,24.5651,4.95632
501,26.4448,5.14245
503,44.2193,6.64976
505,51.1694,7.15328
507,30.9368,5.56209
509,49.4001,7.02852
512,79.9966,8.94408
516,46.2358,6.79969
519,76.5918,8.75167
521,0.215674,0.464407
525,46.3403,6.80737
527,49.5839,7.04158
532,18.9733,4.35584
534,82.0496,9.05813
535,67.6503,8.22498
540,52.3074,7.23239
543,42.6405,6.52997
546,39.6538,6.29712
548,13.7714,3.71098
549,72.2462,8.49978
551,42.039,6.48375
553,19.1177,4.37238
554,77.1073,8.78108
556,40.2692,6.3458
558,67.5634,8.21969
560,68.7628,8.29233
562,18.0882,4.25302
564,12.8522,3.585
567,10.854,3.29454
568,32.3591,5.68851
570,22.7295,4.76755
573,90.6683,9.52199
575,29.6648,5.44654
578,86.4383,9.29722
581,2.31092,1.52017
585,36.786,6.06515
588,87.5833,9.3586
589,77.1205,8.78183
592,97.0819,9.85301
594,63.631,7.9769
596,91.0327,9.5411
599,51.8043,7.19752
600,26.4222,5.14025
602,67.0597,8.189
604,3.47876,1.86514
605,69.0577,8.3101
607,71.5246,8.45722
612,22.0575,4.69654
614,87.4483,9.35138
617,83.3042,9.12711
619,99.8826,9.99413
623,46.4116,6.8126
624,44.6025,6.67851
628,83.8369,9.15625
630,78.3893,8.85377
633,29.1269,5.39693
635,86.4246,9.29648
637,51.9815,7.20982
640,48.6992,6.97848
642,3.71161,1.92655
646,41.9238,6.47486
649,97.3143,9.8648
652,47.9146,6.92203
654,94.6865,9.7307
670,44.747,6.68932
674,8.11281,2.8483
677,37.3216,6.10914
680,32.6498,5.714
682,28.1765,5.30816
684,18.5651,4.30872
685,99.4742,9.97367
686,95.2284,9.75851
688,23.9766,4.89659
690,34.0484,5.8351
692,33.59,5.79568
695,86.2217,9.28556
696,31.0158,5.56919
699,73.8734,8.59496
701,2.07178,1.43937
702,61.7403,7.8575
739,87.7714,9.36864
742,58.1147,7.6233
743,62.079,7.87902
747,31.0086,5.56853
752,38.6917,6.22027
756,27.3503,5.22975
759,87.2661,9.34163
761,21.1445,4.59832
763,52.3526,7.23551
766,7.55016,2.74776
769,46.7743,6.83917
772,0.579827,0.761464
775,0.854282,0.924274
777,89.9381,9.48357
780,46.8571,6.84523
782,66.5065,8.15515
786,26.4436,5.14233
789,3.11585,1.76518
792,82.1398,9.0631
794,70.3843,8.38954
797,43.6673,6.60812
800,68.5787,8.28123
809,19.9501,4.46655
812,1.60977,1.26877
815,19.7649,4.44577
817,76.5198,8.74756
819,48.775,6.98391
822,51.6802,7.18889
824,75.3721,8.68171
826,62.9083,7.93148
828,58.5443,7.65143
832,31.1737,5.58334
833,97.0458,9.85118
835,40.5855,6.37068
837,62.4765,7.90421
839,38.5052,6.20526
842,54.0631,7.35276
845,52.3758,7.23712
846,20.5159,4.52945
847,32.2564,5.67947
848,53.4633,7.31186
849,13.2146,3.63519
850,58.073,7.62057
853,98.8517,9.94242
854,56.5379,7.51917
857,83.6449,9.14576
858,30.4317,5.5165
860,25.6278,5.06239
863,28.9051,5.37635
865,28.6813,5.3555
876,38.2435,6.18414
878,86.9164,9.3229
880,2.34009,1.52974
882,5.38068,2.31963
884,90.3278,9.50409
886,0.800077,0.89447
887,47.1327,6.86533
889,16.2119,4.0264
890,93.8311,9.68665
892,31.6478,5.62564
895,57.8317,7.60472
898,46.9303,6.85057
899,18.7682,4.33223
902,99.157,9.95776
904,95.5509,9.77502
908,6.37281,2.52444
910,16.6024,4.07461
913,56.5658,7.52103
916,43.9732,6.63123
918,14.2179,3.77066
921,17.566,4.19118
922,36.4768,6.03961
923,37.6372,6.13492
924,17.7187,4.20936
925,40.5343,6.36666
926,68.1027,8.25244
927,38.1263,6.17465
928,9.57505,3.09436
932,13.4866,3.67242
933,81.3828,9.02124
934,77.4534,8.80076
936,61.2364,7.82537
937,3.7035,1.92445
938,71.5184,8.45685
940,69.0274,8.30828
943,11.527,3.39514
945,29.7583,5.45511
948,63.9116,7.99447
950,0.458476,0.677108
951,7.70461,2.77572
953,5.83411,2.41539
958,51.9838,7.20998
959,52.6805,7.25813
961,35.6156,5.96788
963,86.3121,9.29043
965,94.7746,9.73522
967,68.9309,8.30246
969,35.965,5.99709
971,93.0605,9.64679
973,90.7607,9.52684
975,30.7409,5.54445
978,79.0232,8.8895
980,84.9778,9.21834
981,69.7781,8.35333
983,92.4215,9.61361
984,0.289566,0.538113
986,36.434,6.03606
988,96.3455,9.81558
991,44.5373,6.67363
994,93.0581,9.64666
997,55.8572,7.47377
999,13.7862,3.71298
1002,79.134,8.89573
1005,97.581,9.87831
1006,12.4283,3.52538
1010,7.22305,2.68757
1013,39.6867,6.29974
1015,98.2087,9.91003
1017,48.4525,6.96078
1020,49.185,7.0132
1021,96.2592,9.81118
1022,1.91144,1.38255
1023,99.3368,9.96679
1025,91.4294,9.56187
1027,89.4328,9.45689
1028,63.9383,7.99614
1030,68.464,8.2743
1032,34.6406,5.88562
1034,13.4107,3.66206
1035,83.0528,9.11333
1037,34.1636,5.84496
1040,42.4716,6.51702
1042,34.4872,5.87258
1044,8.40776,2.89961
1046,66.2349,8.13848
1058,38.2462,6.18435
1059,48.6979,6.97839
1060,64.1267,8.00792
1061,76.7616,8.76137
1062,82.8905,9.10442
1063,13.4151,3.66266
1065,42.5619,6.52395
1067,21.0481,4.58783
1068,17.7466,4.21267
1069,28.4355,5.33249
1070,80.7428,8.9857
1072,78.3752,8.85298
1074,74.0862,8.60734
1076,21.9047,4.68024
1090,68.9265,8.3022
1092,71.8596,8.477
1094,44.7193,6.68725
1096,87.4615,9.35209
1098,95.1264,9.75328
1100,26.8397,5.18071
1110,25.9609,5.09518
1111,20.0965,4.48291
1113,31.3846,5.6022
1116,25.0284,5.00284
1118,19.9314,4.46446
1120,83.0036,9.11063
1123,38.5393,6.20801
1125,83.2183,9.1224
1130,67.2574,8.20106
1132,54.0547,7.35219
1134,42.7581,6.53897
1136,2.92444,1.7101
1139,62.4099,7.9
1143,92.0265,9.59305
1147,85.5166,9.24752
1149,69.0585,8.31015
1153,7.16143,2.67609
1155,4.48397,2.11754
1158,15.3688,3.9203
1159,31.4806,5.61075
1162,5.57175,2.36046
1166,82.0983,9.06081
1167,68.5601,8.2801
1169,46.4883,6.81823
1174,12.4025,3.52172
1175,82.7796,9.09833
1179,32.3162,5.68473
1180,65.6207,8.10066
1184,23.3317,4.83029
1186,92.5632,9.62098
1189,24.8212,4.98208
1190,18.5615,4.3083
1192,53.5176,7.31557
1195,86.541,9.30274
1196,11.7756,3.43156
1197,41.2639,6.4237
1199,58.5896,7.65439
1201,20.7327,4.55332
1203,45.3123,6.73144
1207,85.4981,9.24652
1216,56.1717,7.49478
1217,49.738,7.05252
1219,79.3151,8.9059
1222,0.673877,0.8209
1224,79.5524,8.91921
1226,14.6759,3.83092
1227,20.327,4.50855
1229,2.06713,1.43775
1231,81.2044,9.01135
1232,88.9586,9.43179
1233,18.2637,4.2736
1235,11.5818,3.4032
1240,37.7846,6.14692
1242,41.1948,6.41832
1247,56.1373,7.49248
1249,37.5667,6.12917
1255,67.61,8.22253
1257,43.3435,6.58358
1259,38.2655,6.18591
1261,44.0824,6.63946
1263,7.47125,2.73336
1266,66.3207,8.14375
1268,94.718,9.73232
1271,4.55076,2.13325
1272,62.3466,7.89599
1275,68.2265,8.25993
1276,10.1131,3.18011
1278,33.2033,5.76223
1280,47.3918,6.88417
1282,38.1607,6.17744
1284,23.9416,4.89301
1286,62.348,7.89607
1288,65.216,8.07564
1290,97.5048,9.87445
1294,14.6986,3.83388
1295,44.3351,6.65846
1298,66.6199,8.1621
1299,45.037,6.71096
1300,99.601,9.98003
1302,66.8621,8.17692
1304,0.660371,0.812632
1306,47.2667,6.87508
1307,73.2779,8.56025
1311,40.6829,6.37831
1318,76.7081,8.75831
1321,53.81,7.33553
1323,69.9194,8.36178
1325,33.2449,5.76584
1327,89.1625,9.44259
1330,78.5479,8.86272
1332,12.9129,3.59345
1336,44.4791,6.66926
1338,45.4773,6.74369
1339,72.5224,8.51601
1341,21.4438,4.63075
1343,12.6497,3.55664
1346,51.6942,7.18987
1347,11.2805,3.35865
1348,88.3614,9.40008
1349,75.6074,8.69525
1350,56.8727,7.5414
1410,94.9092,9.74214
1412,23.4385,4.84133
1413,12.2363,3.49804
1414,83.0393,9.11259
1416,39.5612,6.28977
1418,23.367,4.83395
1419,19.9239,4.46362
1422,52.709,7.2601
1424,69.501,8.33672
1426,21.5531,4.64253
1428,75.2878,8.67685
1430,66.5755,8.15938
1431,58.4029,7.64218
1433,41.0222,6.40486
1435,40.6794,6.37804
1437,58.841,7.67079
1439,81.6083,9.03373
1441,7.20136,2.68353
1449,86.0247,9.27495
1452,70.4878,8.3957
1454,70.2549,8.38182
1456,3.97555,1.99388
1458,82.7511,9.09676
1461,79.8408,8.93537
1464,82.7316,9.09569
1465,48.7789,6.98419
1470,32.2188,5.67616
1472,69.3372,8.32689
1475,38.6588,6.21762
1477,69.313,8.32544
1480,80.1291,8.95149
1495,54.1648,7.35967
1499,59.4414,7.70982
1501,3.34462,1.82883
1504,31.9622,5.65351
1507,99.4922,9.97458
1511,63.0319,7.93926
1513,22.5358,4.74719
1515,90.5795,9.51732
1519,92.4111,9.61307
1532,55.8413,7.4727
1535,46.5597,6.82347
1537,0.769597,0.877267
1540,67.0971,8.19128
1550,5.58186,2.3626
1551,47.5666,6.89686
1552,35.5816,5.96503
1553,47.1918,6.86963
1554,18.8349,4.33992
1556,94.0859,9.69979
1557,56.5906,7.52267
1559,14.4711,3.80409
1561,25.7658,5.076
1562,51.1938,7.15499
1564,52.7137,7.26042
1567,90.3657,9.50609
1569,87.5585,9.35727
1570,96.1303,9.80461
1571,51.9064,7.20461
1572,34.5081,5.87436
1577,12.3676,3.51676
1583,82.4112,9.07806
1586,53.939,7.34432
1588,5.00644,2.23751
1589,3.15664,1.77669
1591,58.3173,7.63658
1593,70.2876,8.38377
1595,17.2551,4.15393
1596,66.7199,8.16823
1599,24.1221,4.91143
1601,20.4862,4.52617
1604,92.3425,9.6095
1606,99.4755,9.97374
1608,0.420372,0.648361
1612,21.2245,4.60701
1613,83.3156,9.12774
1617,19.9789,4.46977
1622,56.7171,7.53108
1623,23.9723,4.89615
1625,46.6133,6.82739
1629,81.5298,9.02938
1631,18.37,4.28602
1633,7.22294,2.68755
1635,80.1704,8.95379
1637,1.19451,1.09294
1639,59.5151,7.7146
1641,34.0338,5.83385
1644,98.6817,9.93386
1647,88.3511,9.39953
1651,91.5848,9.56999
1654,57.236,7.56545
1657,28.8707,5.37314
1660,3.83415,1.9581
1663,29.9821,5.47559
1666,3.94744,1.98682
1667,58.1414,7.62505
1669,41.0206,6.40473
1670,12.338,3.51254
1672,74.0788,8.6069
1674,77.0893,8.78005
1675,94.6983,9.7313
1676,30.8484,5.55413
1678,51.5603,7.18055
1680,31.2798,5.59283
1682,1.19404,1.09272
1683,44.9864,6.70719
1686,52.0648,7.21559
1688,94.1574,9.70347
1691,22.0891,4.6999
1693,33.9931,5.83036
1712,73.5583,8.57661
1723,93.7501,9.68246
1724,35.9415,5.99512
1726,25.1411,5.01409
1732,41.2327,6.42127
1733,59.8645,7.73721
1735,71.3911,8.44932
1738,28.0886,5.29987
1741,48.3466,6.95317
1744,30.276,5.50237
1746,60.9429,7.80659
1749,41.2763,6.42466
1752,67.9779,8.24487
1754,81.89,9.04931
1755,9.01317,3.00219
1757,33.6869,5.80404
1758,33.0664,5.75034
1760,86.7314,9.31297
1764,16.8241,4.10172
1766,25.8554,5.08482
1768,28.9033,5.37618
1770,24.3426,4.93382
1772,13.0205,3.60839
1776,34.6483,5.88628
1778,2.44802,1.56462
1780,83.6298,9.14493
1781,78.0142,8.83256
1782,14.3142,3.78341
1797,80.2975,8.96089
1798,43.575,6.60113
1801,32.8175,5.72865
1803,1.92509,1.38748
1805,78.633,8.86752
1807,29.9165,5.46959
1810,38.8606,6.23382
1813,59.8598,7.73691
1816,54.356,7.37265
1818,23.9024,4.88901
1821,48.6893,6.97777
1823,87.8105,9.37073
1825,17.0994,4.13515
1827,13.003,3.60596
1828,15.9348,3.99185
1830,61.4906,7.8416
1831,47.6354,6.90184
1834,17.868,4.22705
1835,62.3417,7.89568
1836,71.6741,8.46605
1837,87.5713,9.35795
1838,18.5832,4.31083
1843,45.2513,6.72691
1845,8.98031,2.99672
1846,44.0771,6.63906
1848,82.6594,9.09172
1850,95.755,9.78545
1852,84.0641,9.16865
1853,68.5668,8.2805
1854,0.297007,0.544984
1855,80.9928,8.9996
1856,80.5488,8.9749
1857,15.1626,3.89392
1858,82.4155,9.0783
1859,94.4959,9.7209
1861,78.1533,8.84043
1863,94.5101,9.72163
1865,68.561,8.28016
1866,91.5668,9.56905
1868,34.8503,5.90341
1870,96.7942,9.83841
1872,3.62148,1.90302
1874,76.1833,8.72831
1875,96.2292,9.80965
1878,84.554,9.19532
1880,34.7205,5.89241
1882,8.14831,2.85452
1883,47.6112,6.90008
1885,10.4906,3.23891
1887,56.5898,7.52262
1894,9.90233,3.1468
1898,62.9447,7.93377
1900,2.64258,1.6256
1903,41.2602,6.42341
1905,46.1708,6.79491
1907,53.3707,7.30552
1908,52.2305,7.22707
1909,82.0628,9.05885
1912,45.2035,6.72336
1914,71.6109,8.46232
1916,64.3895,8.02431
1919,79.8403,8.93534
1922,29.2687,5.41006
1924,66.3316,8.14442
1929,96.3654,9.81659
1932,70.3623,8.38822
1934,92.3258,9.60863
1937,57.2273,7.56487
1942,55.4826,7.44866
1945,79.2861,8.90427
1947,73.7981,8.59058
1949,58.9622,7.67869
1950,74.1541,8.61128
1951,73.3546,8.56473
1952,8.02893,2.83354
1953,22.8967,4.78505
1955,2.65297,1.62879
1957,67.2606,8.20126
1964,62.0025,7.87416
1967,11.6565,3.41416
1969,18.5554,4.3076
1971,62.2573,7.89033
1973,90.9632,9.53746
1976,93.5124,9.67018
1978,27.1285,5.20851
1981,45.1118,6.71653
1984,11.9485,3.45666
1985,36.0582,6.00485
1986,7.14761,2.6735
1987,7.49336,2.7374
1988,85.0125,9.22022
1989,14.8893,3.85867
1991,51.1051,7.14878
1994,30.7013,5.54088
1996,68.1189,8.25342
1999,90.6665,9.5219
2001,77.8579,8.82371
2005,69.4049,8.33096
2007,11.0985,3.33145
2010,67.8593,8.23768
2013,35.8965,5.99137
2015,81.2657,9.01475
2018,87.1326,9.33448
2021,14.1222,3.75795
2024,91.0839,9.54379
2027,13.5954,3.6872
2030,37.3224,6.10921
2031,87.7944,9.36986
2034,96.3876,9.81772
2036,51.5747,7.18155
2045,74.2581,8.61732
2049,9.62443,3.10233
2052,86.5996,9.30589
2053,93.4756,9.66828
2056,15.814,3.97668
2058,68.3547,8.26769
2061,96.2633,9.81138
2062,67.0133,8.18617
2064,82.5138,9.08371
2066,49.5568,7.03966
2068,9.61748,3.10121
2070,91.6702,9.57446
2071,47.3854,6.88371
2073,68.6179,8.28359
2074,74.0364,8.60444
2077,2.18683,1.47879
2080,76.2281,8.73087
2083,58.8841,7.6736
2085,87.704,9.36504
2088,6.9617,2.6385
2091,32.4271,5.69448
2094,56.3922,7.50947
2095,16.2427,4.03023
2097,7.27263,2.69678
2098,92.1223,9.59803
2100,31.7343,5.63332
2102,35.7909,5.98255
2105,12.7012,3.56388
2112,12.6764,3.56039
2116,62.3077,7.89353
2118,88.3242,9.39809
2124,79.9839,8.94337
2126,51.3403,7.16521
2129,89.6225,9.46692
2144,21.799,4.66894
2147,26.359,5.1341
2148,52.3004,7.2319
2149,20.7528,4.55552
2150,73.1319,8.55172
2151,5.46839,2.33846
2152,64.9205,8.05732
2153,20.2029,4.49476
2154,25.1984,5.0198
2155,59.7148,7.72754
2156,97.7217,9.88543
2159,78.6386,8.86784
2162,16.2947,4.03666
2165,92.7255,9.62941
2167,71.2388,8.44031
2169,73.418,8.56843
2172,31.9846,5.6555
2175,78.3571,8.85196
2176,47.1736,6.8683
2179,45.3185,6.7319
2180,22.7407,4.76872
2181,72.1234,8.49255
2182,50.6556,7.11727
2183,72.9074,8.53858
2184,88.876,9.42741
2185,0.555962,0.745629
2186,41.0132,6.40415
2188,20.9418,4.57623
2189,90.3703,9.50633
2191,24.8102,4.98098
2198,38.7481,6.2248
2200,87.1729,9.33664
2202,57.4431,7.57912
2203,51.291,7.16177
2208,5.01726,2.23992
2220,43.4747,6.59353
2222,61.6106,7.84924
2226,14.0288,3.74551
2228,17.3872,4.1698
2230,23.6284,4.86091
2232,93.3164,9.66004
2235,69.7373,8.35088
2238,34.046,5.8349
2242,21.1507,4.59899
2243,70.2667,8.38252
2244,58.6422,7.65782
2245,64.6705,8.0418
2247,96.3773,9.81719
2249,62.7517,7.9216
2256,86.7543,9.3142
2258,77.4324,8.79957
2260,67.9813,8.24508
2261,5.97184,2.44373
2274,95.4852,9.77166
2276,75.393,8.68291
2279,5.50818,2.34695
2280,1.41204,1.18829
2284,95.033,9.74849
2288,1.21914,1.10415
2290,75.2378,8.67397
2293,24.6641,4.96629
2294,70.4252,8.39197
2296,74.7366,8.64503
2299,99.7909,9.98954
2301,66.2808,8.1413
2305,25.8021,5.07958
2313,35.2533,5.93745
2314,11.3113,3.36323
2315,4.64201,2.15453
2316,35.0392,5.91939
2317,33.5894,5.79564
2319,6.26432,2.50286
2321,0.434836,0.659421
2322,80.5655,8.97583
2325,9.45009,3.0741
2326,83.145,9.11839
2327,20.4895,4.52654
2329,82.9136,9.10569
2330,9.34545,3.05703
2332,37.3427,6.11087
2335,20.1086,4.48426
2336,54.2708,7.36687
2339,54.0179,7.34969
2340,49.521,7.03711
2341,2.97222,1.72401
2342,54.7055,7.39631
2343,65.3901,8.08641
2344,29.0601,5.39074
2345,93.3091,9.65966
2346,98.9062,9.94516
2347,21.7934,4.66834
2348,22.2739,4.71953
2349,78.4363,8.85643
2350,36.0581,6.00484
2351,71.6475,8.46449
2352,41.0894,6.4101
2353,59.2374,7.69658
2354,86.2493,9.28705
2356,67.8573,8.23756
2357,76.7837,8.76263
2358,45.4908,6.74468
2359,56.2452,7.49968
2360,64.0947,8.00591
2361,97.1992,9.85897
2365,78.9604,8.88597
2366,8.41813,2.9014
2368,62.4912,7.90514
2370,68.0121,8.24694
2372,50.0252,7.07285
2375,63.2757,7.9546
2378,33.0997,5.75323
2381,41.4472,6.43795
2383,91.0496,9.54199
2391,62.2999,7.89303
2393,50.8614,7.13172
2395,39.7766,6.30687
2397,39.1884,6.26006
2400,74.6588,8.64053
2403,1.80425,1.34322
2406,90.0315,9.48849
2408,57.1844,7.56203
2410,58.0911,7.62175
2413,92.2314,9.60372
2416,27.7603,5.2688
2418,68.1245,8.25376
2420,21.1139,4.59499
2422,0.25584,0.505806
2424,36.6624,6.05494
2426,49.1118,7.00798
2428,70.0948,8.37227
2431,36.3873,6.03219
2435,22.834,4.77849
2438,91.6122,9.57143
2441,63.8874,7.99296
2443,35.2504,5.9372
2446,14.1363,3.75983
2449,9.49275,3.08103
2458,75.4161,8.68425
2462,80.779,8.98772
2464,51.03,7.14353
2466,67.8336,8.23612
2474,87.0949,9.33247
2477,24.2618,4.92563
2480,38.6958,6.22059
2482,7.69476,2.77394
2484,14.4416,3.8002
2486,82.2797,9.07082
2488,18.1517,4.26048
2492,98.1482,9.90698
2496,10.2642,3.20379
2499,38.9882,6.24405
2501,68.5878,8.28177
2504,19.5014,4.41604
2508,1.63335,1.27803
2509,40.1015,6.33257
2510,14.4482,3.80108
2511,69.8202,8.35585
2513,24.514,4.95116
2516,53.815,7.33587
2518,41.6622,6.45463
2522,79.2767,8.90375
2530,84.7781,9.2075
2531,99.0015,9.94995
2532,49.5893,7.04197
2534,43.1882,6.57177
2536,34.3371,5.85979
2537,72.0789,8.48993
2539,93.9317,9.69184
2542,72.8319,8.53416
2543,28.3705,5.32639
2546,5.91638,2.43236
2547,94.1508,9.70314
2550,92.5971,9.62274
2554,7.61291,2.75915
2557,98.8016,9.9399
2559,73.5525,8.57628
2561,57.2805,7.56839
2564,91.7535,9.5788
2567,64.524,8.03268
2570,91.5233,9.56678
2574,87.9301,9.37711
2576,39.6693,6.29836
2578,19.5323,4.41954
2579,54.1455,7.35836
2582,59.5378,7.71608
2599,70.8411,8.41671
2601,79.3869,8.90993
2604,25.5128,5.05102
2608,24.6817,4.96806
2612,81.4471,9.02481
2616,42.8131,6.54317
2618,17.0661,4.13112
2620,15.8285,3.9785
2650,99.7764,9.98881
2654,54.433,7.37787
2655,9.56334,3.09247
2657,19.2984,4.393
2658,62.1475,7.88337
2659,38.6535,6.21719
2660,12.7668,3.57306
2661,41.3625,6.43137
2663,41.725,6.45949
2665,58.1791,7.62752
2668,35.7431,5.97855
2680,10.782,3.28359
